id,Degerlendirme Puani
282,27.2978
283,28.5952
284,54.4741
285,25.1024
286,32.3381
287,21.0397
288,44.8224
289,58.105
290,30.789
291,5.87202
292,18.2747
293,22.9332
294,30.6179
295,20.916
296,54.1895
297,48.8663
298,12.2417
299,36.1892
300,15.5363
301,41.4511
302,23.2809
303,22.6624
304,27.8217
305,24.6424
306,27.5119
307,38.9187
308,14.8375
309,50.9401
310,45.9242
311,47.495
312,32.8377
313,27.984
314,39.4879
315,28.2784
316,21.3124
317,45.5932
318,11.6806
319,17.6562
320,23.6977
321,43.212
322,29.8724
323,31.9472
324,35.8943
325,30.7117
326,24.5242
327,13.3616
328,42.3052
329,34.7121
330,25.6675
331,33.7987
332,9.64815
333,45.7394
334,11.9578
335,41.0131
336,31.6615
337,23.32
338,11.3849
339,24.1168
340,25.3779
341,31.6379
342,31.7927
343,20.4072
344,56.1172
345,32.2844
346,33.0901
347,43.85
348,34.3819
349,57.8239
350,15.7243
351,32.9041
352,21.919
353,10.071
354,55.1212
355,27.4302
356,40.7978
357,28.1366
358,34.8144
359,36.7391
360,43.9761
361,22.4099
362,18.55
363,22.916
364,44.7499
365,7.63889
366,52.3477
367,29.9156
368,13.9513
369,21.1612
370,33.565
371,29.9533
372,6.51904
373,24.2772
374,20.3604
375,37.0428
376,20.7023
377,32.2555
378,20.7229
379,29.5506
380,40.0447
381,10.9133
382,39.0164
383,18.3202
384,13.4357
385,30.0215
386,27.8804
387,12.3402
388,32.6349
389,31.3549
390,26.5078
391,9.43999
392,16.1289
393,39.9992
394,49.7312
395,45.4238
396,42.9997
397,23.5284
398,22.9403
399,37.2982
400,9.50874
401,22.5691
402,14.0075
403,42.9819
404,52.2263
405,48.681
406,48.343
407,19.3866
408,11.1937
409,57.394
410,21.1971
411,42.1127
412,38.5185
413,42.347
414,31.0929
415,32.5973
416,48.1289
417,34.8298
418,16.72
419,46.1944
420,42.4776
421,38.2209
422,9.78305
423,6.85144
424,34.2886
425,25.6333
426,38.6295
427,22.529
428,42.9546
429,36.505
430,35.5432
431,25.4784
432,38.0623
433,32.5416
434,35.5406
435,21.0966
436,34.021
437,40.7506
438,25.6351
439,17.0287
440,47.6562
441,18.2098
442,38.9801
443,17.9116
444,41.1483
445,11.6931
446,38.0042
447,20.8139
448,9.96205
449,60.2702
450,21.7642
451,40.9545
452,35.2866
453,24.9376
454,28.7027
455,27.9833
456,26.2768
457,53.7398
458,53.0121
459,10.2287
460,24.8271
461,32.8268
462,35.9598
463,48.5573
464,37.9171
465,23.1705
466,20.1456
467,7.49315
468,61.5212
469,47.6038
470,34.3961
471,25.8389
472,40.9413
473,24.2021
474,43.281
475,7.75875
476,40.6103
477,23.7846
478,19.9184
479,50.0664
480,6.54716
481,46.9024
482,54.2508
483,21.2841
484,33.4962
485,23.0359
486,36.6207
487,46.0443
488,39.2352
489,24.4721
490,21.4207
491,42.1442
492,39.6175
493,32.2112
494,31.3636
495,31.9573
496,21.7712
497,32.3731
498,45.7523
499,41.3971
500,40.76
501,19.0177
502,35.3762
503,41.07
504,11.2891
505,48.5275
506,26.8198
507,39.7472
508,19.6921
509,33.2723
510,51.6129
511,12.2262
512,40.0176
513,32.6062
514,38.6418
515,34.4144
516,42.5151
517,32.338
518,34.4154
519,6.30378
520,52.8343
521,25.0493
522,58.6523
523,35.7082
524,20.5778
525,18.39
526,8.27229
527,42.5109
528,23.3384
529,54.1179
530,32.7054
531,48.8963
532,37.637
533,43.4171
534,7.39885
535,33.3199
536,39.5999
537,11.648
538,45.725
539,17.8614
540,46.8808
541,21.6327
542,21.3609
543,65.7577
544,21.9816
545,33.5297
546,42.3133
547,52.08
548,37.7289
549,53.4736
550,40.1729
551,42.1124
552,8.65177
553,25.6321
554,19.2895
555,45.5696
556,26.1787
557,33.4333
558,21.304
559,42.7063
560,20.721
561,42.76
562,17.6177
563,23.7524
564,43.9239
565,16.9901
566,29.0817
567,10.2611
568,27.2397
569,44.7685
570,22.4759
571,30.3627
572,28.0176
573,9.28313
574,47.7335
575,36.9464
576,36.8882
577,28.8565
578,42.4547
579,38.1553
580,26.2698
581,39.787
582,39.0315
583,26.5582
584,42.3249
585,53.8055
586,46.6324
587,31.3384
588,18.0531
589,12.6624
590,14.2955
591,19.8623
592,49.3196
593,40.1812
594,45.4123
595,52.1304
596,23.0339
597,20.1103
598,8.89074
599,60.7153
600,30.5051
601,46.1378
602,42.4791
603,30.5518
604,48.9967
605,51.3169
606,17.8027
607,12.3599
608,46.4793
609,40.0628
610,32.3711
611,37.7499
612,23.3587
613,40.3908
614,11.4514
615,38.7147
616,46.0007
617,5.99193
618,25.0715
619,46.2802
620,31.4867
621,42.953
622,61.1042
623,38.8615
624,17.0494
625,32.267
626,24.8041
627,31.6333
628,18.2421
629,17.8528
630,42.1848
631,20.6256
632,55.9859
633,22.0836
634,20.9611
635,7.64965
636,31.3808
637,40.7847
638,9.99074
639,45.7941
640,19.2879
641,23.2712
642,62.4768
643,13.4163
644,45.8289
645,23.8964
646,21.6802
647,10.2258
648,62.1865
649,22.9158
650,44.2129
651,8.37596
652,23.1269
653,28.3904
654,44.1676
655,15.0521
656,22.002
657,8.99648
658,10.2552
659,30.0952
660,15.4129
661,22.5174
662,13.803
663,39.5989
664,51.0105
665,17.9743
666,39.571
667,23.1391
668,35.9258
669,51.6496
670,44.8127
671,40.6178
672,43.1227
673,35.1782
674,35.7574
675,3.64844
676,50.0228
677,5.17723
678,7.47914
679,24.7
680,38.926
681,9.30049
682,6.0992
683,48.0327
684,37.165
685,27.8122
686,37.3254
687,15.6948
688,7.90687
689,26.8701
690,10.5258
691,22.463
692,25.2395
693,37.1675
694,10.4213
695,50.1352
696,43.9732
697,42.4455
698,49.6263
699,47.793
700,14.7818
701,42.2305
702,28.3149
703,41.5231
704,12.8544
705,35.7475
706,23.5238
707,32.7345
708,24.3811
709,46.4115
710,50.2238
711,38.4007
712,27.467
713,28.4773
714,22.1594
715,52.233
716,38.2542
717,36.966
718,16.0605
719,21.6793
720,37.7889
721,18.9446
722,36.7296
723,34.484
724,32.6392
725,46.2895
726,26.959
727,47.0742
728,36.3774
729,26.7172
730,10.0264
731,25.9494
732,11.8312
733,41.2093
734,16.7663
735,21.8219
736,37.3332
737,34.3603
738,43.4082
739,20.3988
740,46.0977
741,62.8525
742,39.3939
743,33.2992
744,45.7253
745,11.1625
746,15.6553
747,8.67597
748,17.559
749,34.8074
750,53.154
751,10.2909
752,33.0706
753,30.6472
754,48.1718
755,36.0052
756,9.80153
757,23.5146
758,38.9948
759,59.9292
760,42.4121
761,20.2914
762,9.93558
763,39.1145
764,5.96118
765,52.2469
766,29.2778
767,23.4419
768,7.43356
769,44.487
770,61.3603
771,30.1626
772,62.6704
773,23.9865
774,37.6771
775,28.4177
776,25.603
777,22.4152
778,35.0653
779,49.5041
780,14.3826
781,24.5932
782,39.9579
783,24.8281
784,38.7798
785,19.4806
786,30.5985
787,38.5396
788,54.5802
789,43.952
790,17.9263
791,9.02877
792,31.982
793,39.5968
794,48.2184
795,10.9784
796,30.7309
797,38.6448
798,22.0455
799,30.2479
800,36.8237
801,44.4608
802,25.9397
803,26.351
804,16.8927
805,47.0173
806,33.7457
807,3.93246
808,21.2951
809,9.91336
810,51.4787
811,49.4047
812,20.2983
813,34.7301
814,36.2228
815,32.2961
816,19.2642
817,47.2324
818,51.8937
819,47.2331
820,51.5152
821,45.1795
822,30.4452
823,14.8503
824,41.0457
825,29.5011
826,47.5509
827,40.2934
828,23.2379
829,10.388
830,40.2234
831,39.4753
832,17.0982
833,44.5236
834,18.8183
835,29.1356
836,33.4743
837,54.6846
838,44.8622
839,42.4315
840,45.2424
841,46.5754
842,32.4067
843,66.1834
844,27.6378
845,54.9711
846,14.0753
847,34.2749
848,43.8228
849,32.3172
850,11.1161
851,35.6533
852,31.3063
853,28.9745
854,36.8305
855,11.173
856,54.4129
857,30.6151
858,6.17389
859,43.8825
860,33.3853
861,11.343
862,27.2541
863,31.7002
864,56.7347
865,11.4594
866,41.841
867,32.0917
868,24.7843
869,58.5763
870,49.6405
871,10.4339
872,45.2695
873,32.8952
874,29.3891
875,37.1222
876,52.8833
877,9.63249
878,53.3818
879,10.2148
880,50.3897
881,25.9567
882,23.1489
883,51.3047
884,34.8817
885,43.5127
886,9.02322
887,11.6374
888,32.9487
889,22.4123
890,22.4232
891,12.0575
892,22.8035
893,32.2964
894,37.5363
895,10.5173
896,45.2541
897,9.26749
898,35.5614
899,34.3719
900,36.1409
901,16.1031
902,52.0297
903,22.1248
904,30.3588
905,36.7201
906,27.3932
907,54.1264
908,44.2287
909,9.65075
910,25.8065
911,31.6572
912,31.686
913,25.7331
914,49.5718
915,34.926
916,47.6821
917,36.0093
918,8.30492
919,39.3198
920,25.2507
921,19.37
922,28.5588
923,37.6462
924,16.2511
925,16.0019
926,22.5568
927,22.4816
928,55.7797
929,26.3624
930,15.3893
931,17.5544
932,40.7397
933,34.7504
934,23.3284
935,42.6086
936,51.087
937,9.41529
938,41.5039
939,10.0002
940,36.6814
941,45.1625
942,50.9484
943,24.5259
944,42.8268
945,26.9232
946,10.6754
947,6.02651
948,45.1668
949,28.752
950,21.3533
951,16.2339
952,23.4808
953,27.3579
954,44.488
955,44.7584
956,20.7103
957,44.0344
958,20.3395
959,27.2619
960,48.5685
961,42.2798
962,46.3714
963,32.6493
964,21.2595
965,34.7561
966,39.8668
967,32.5868
968,33.542
969,47.2339
970,34.0063
971,32.5161
972,5.30704
973,55.0074
974,45.4972
975,40.2782
976,37.6289
977,46.2989
978,34.5412
979,23.5249
980,42.0683
981,41.6716
982,10.1857
983,20.908
984,46.1375
985,30.0041
986,32.3369
987,10.1006
988,16.1894
989,18.8927
990,29.1655
991,24.8913
992,47.3052
993,14.176
994,47.2668
995,42.1685
996,56.5143
997,14.0971
998,24.2638
999,45.5771
1000,30.0821
1001,56.3892
1002,31.8289
1003,14.8792
1004,16.4096
1005,30.7421
1006,40.6103
1007,23.5307
1008,50.5861
1009,44.1628
1010,36.5464
1011,18.5151
1012,30.0322
1013,40.9786
1014,57.9383
1015,20.2068
1016,22.5767
1017,46.253
1018,4.4454
1019,45.4458
1020,33.3216
1021,37.769
1022,21.0684
1023,18.5636
1024,24.3175
1025,24.1187
1026,36.2966
1027,17.2345
1028,26.8884
1029,23.9086
1030,40.5394
1031,41.4344
1032,17.6515
1033,33.2162
1034,13.1647
1035,38.9494
1036,34.7252
1037,20.9163
1038,49.7294
1039,42.8684
1040,29.8066
1041,22.8009
1042,32.7308
1043,55.6771
1044,19.7838
1045,43.5913
1046,45.8925
1047,27.3345
1048,12.1531
1049,38.0536
1050,24.6352
1051,40.9979
1052,43.8059
1053,44.6297
1054,23.6341
1055,34.7688
1056,20.9357
1057,23.2503
1058,35.6692
1059,34.5694
1060,22.3461
1061,55.0711
1062,10.7671
1063,35.0681
1064,23.259
1065,17.3708
1066,46.2817
1067,31.326
1068,44.9363
1069,44.7081
1070,34.8404
1071,36.3423
1072,10.3717
1073,9.23681
1074,37.9805
1075,24.1902
1076,28.7391
1077,22.5958
1078,52.0968
1079,7.34157
1080,21.3106
1081,42.8723
1082,64.0833
1083,8.68495
1084,38.177
1085,34.6924
1086,12.284
1087,33.7095
1088,45.1899
1089,31.8183
1090,19.9898
1091,54.0284
1092,20.1199
1093,32.3246
1094,37.3753
1095,14.3735
1096,25.7671
1097,30.3191
1098,21.1925
1099,44.8065
1100,60.6683
1101,24.3553
1102,29.5114
1103,39.6691
1104,44.8654
1105,60.6739
1106,32.1358
1107,41.5534
1108,27.895
1109,29.8142
1110,43.7828
1111,22.6723
1112,24.9865
1113,29.2023
1114,64.4134
1115,40.3848
1116,16.812
1117,34.2688
1118,14.9579
1119,25.2651
1120,34.9334
1121,36.4102
1122,20.6535
1123,19.4626
1124,9.77508
1125,26.1578
1126,33.9582
1127,24.3859
1128,6.87884
1129,36.4577
1130,21.5339
1131,16.4582
1132,31.7446
1133,30.6588
1134,51.4803
1135,40.1121
1136,25.9557
1137,44.8353
1138,25.6904
1139,50.3734
1140,9.34913
1141,27.7138
1142,32.8876
1143,41.4559
1144,44.1148
1145,42.4683
1146,39.6511
1147,21.6142
1148,9.15885
1149,42.8196
1150,9.20935
1151,47.7118
1152,41.3096
1153,45.2229
1154,38.246
1155,53.5918
1156,16.2494
1157,22.8957
1158,39.3408
1159,39.3635
1160,32.7636
1161,38.8887
1162,23.3735
1163,49.5697
1164,16.844
1165,53.409
1166,11.7977
1167,46.5126
1168,37.3181
1169,21.9328
1170,40.6089
1171,42.6732
1172,27.6698
1173,9.97068
1174,44.3758
1175,55.4813
1176,49.7442
1177,36.2131
1178,36.1415
1179,5.82703
1180,22.7824
1181,32.1606
1182,23.9867
1183,33.6346
1184,29.0958
1185,9.5876
1186,56.046
1187,35.8782
1188,46.5601
1189,22.354
1190,38.6798
1191,36.7971
1192,42.0942
1193,42.7969
1194,14.938
1195,39.8411
1196,27.0909
1197,41.1007
1198,20.1827
1199,43.6639
1200,22.8607
1201,48.3882
1202,42.5792
1203,26.7674
1204,61.0354
1205,26.0118
1206,45.2685
1207,42.7602
1208,26.4847
1209,23.7681
1210,34.3501
1211,21.5947
1212,27.5668
1213,13.4378
1214,42.1086
1215,32.6757
1216,42.2772
1217,50.9333
1218,48.9962
1219,30.3521
1220,60.261
1221,15.2148
1222,22.7091
1223,27.8033
1224,36.6607
1225,18.1449
1226,28.879
1227,18.4363
1228,40.6603
1229,35.1796
1230,42.9595
1231,23.2416
1232,16.2497
1233,46.7325
1234,20.162
1235,35.332
1236,9.59261
1237,39.033
1238,42.3118
1239,9.51088
1240,54.0193
1241,48.2654
1242,40.2132
1243,15.8325
1244,49.9561
1245,51.4848
1246,40.2985
1247,37.4209
1248,29.7988
1249,19.1378
1250,22.0472
1251,33.2472
1252,29.0812
1253,28.4624
1254,51.5145
1255,16.5957
1256,50.8846
1257,37.458
1258,30.286
1259,47.1898
1260,18.9416
1261,27.0715
1262,7.79591
1263,59.5601
1264,49.1405
1265,13.7662
1266,11.1349
1267,19.1314
1268,27.3983
1269,29.7861
1270,15.3936
1271,31.0863
1272,32.58
1273,28.8917
1274,31.9372
1275,12.176
1276,27.6397
1277,58.272
1278,30.1931
1279,44.2652
1280,41.2074
1281,33.0407
1282,23.5343
1283,24.8109
1284,42.8335
1285,51.1013
1286,49.749
1287,9.91464
1288,31.6971
1289,14.5578
1290,54.902
1291,33.714
1292,26.8339
1293,38.4547
1294,46.7684
1295,46.3144
1296,26.5023
1297,15.2479
1298,23.6774
1299,19.5442
1300,18.3483
1301,27.1667
1302,23.1403
1303,25.1668
1304,39.4013
1305,46.1138
1306,14.1783
1307,26.2526
1308,45.1843
1309,14.3097
1310,11.2969
1311,45.4897
1312,67.6987
1313,26.236
1314,33.3599
1315,49.4449
1316,40.1169
1317,45.4784
1318,30.7908
1319,36.1252
1320,19.9798
1321,35.6685
1322,23.0493
1323,37.9014
1324,52.5012
1325,6.72122
1326,12.7387
1327,33.8073
1328,9.9299
1329,11.6051
1330,42.338
1331,34.7707
1332,23.3033
1333,38.8329
1334,13.2151
1335,49.2019
1336,18.7604
1337,6.63737
1338,24.0087
1339,38.2025
1340,45.7746
1341,42.2433
1342,13.805
1343,37.5703
1344,17.0198
1345,28.4403
1346,9.47861
1347,54.2591
1348,39.8156
1349,17.9964
1350,40.4232
1351,45.836
1352,27.5414
1353,31.2196
1354,47.5562
1355,3.62396
1356,35.4405
1357,43.5028
1358,49.0164
1359,53.8957
1360,6.96356
1361,39.5535
1362,8.55193
1363,55.3049
1364,34.2068
1365,34.3542
1366,18.4896
1367,33.5834
1368,31.0297
1369,18.8165
1370,44.4444
1371,27.4073
1372,22.5171
1373,39.9646
1374,41.1423
1375,16.7666
1376,43.2536
1377,40.8646
1378,42.4154
1379,36.372
1380,44.9739
1381,47.9696
1382,28.2174
1383,21.1704
1384,27.4464
1385,41.8943
1386,33.8529
1387,49.4012
1388,6.97616
1389,40.5215
1390,24.1232
1391,23.1293
1392,22.8723
1393,31.4226
1394,36.2914
1395,27.4861
1396,41.9953
1397,25.3506
1398,23.697
1399,35.5066
1400,17.454
1401,41.7056
1402,34.0033
1403,39.6767
1404,34.2067
1405,21.0561
1406,57.1254
1407,42.3669
1408,48.8081
1409,26.3955
1410,25.9243
1411,18.7441
1412,61.8589
1413,40.091
1414,7.51678
1415,23.4985
1416,49.4383
1417,32.3556
1418,35.2454
1419,48.5331
1420,43.2706
1421,27.3666
1422,29.1995
1423,9.91261
1424,49.635
1425,47.1781
1426,24.5622
1427,28.8419
1428,10.43
1429,45.0518
1430,61.9262
1431,32.085
1432,11.5064
1433,4.18346
1434,25.8155
1435,25.4763
1436,46.9696
1437,45.0341
1438,35.4399
1439,12.9788
1440,21.2465
1441,6.81757
1442,19.1383
1443,43.0249
1444,35.1423
1445,41.9706
1446,23.5067
1447,28.8618
1448,26.5342
1449,46.2639
1450,41.7932
1451,44.1013
1452,28.6996
1453,40.2574
1454,18.6255
1455,42.3012
1456,28.6945
1457,8.60101
1458,39.8399
1459,54.1986
1460,26.1865
1461,20.3153
1462,31.6167
1463,7.88838
1464,43.5569
1465,37.1235
1466,49.3862
1467,59.8257
1468,46.2542
1469,7.17487
1470,22.7911
1471,27.2811
1472,47.2862
1473,37.832
1474,9.14926
1475,26.0847
1476,7.97251
1477,25.3279
1478,48.8164
1479,28.8334
1480,22.9235
1481,29.1415
1482,29.7448
1483,23.6825
1484,48.5495
1485,17.749
1486,30.6311
1487,45.5269
1488,23.4397
1489,25.0886
1490,31.2277
1491,43.869
1492,21.1217
1493,36.5481
1494,46.6116
1495,27.862
1496,52.9997
1497,18.5867
1498,24.2718
1499,21.1859
1500,35.0501
1501,21.0927
1502,34.1979
1503,30.7897
1504,17.4385
1505,27.0015
1506,48.6017
1507,25.5184
1508,14.2141
1509,7.54065
1510,58.8417
1511,14.2915
1512,55.0609
1513,17.4748
1514,16.3792
1515,15.5903
1516,19.4519
1517,47.8087
1518,19.7612
1519,24.5979
1520,35.4408
1521,42.7857
1522,10.7674
1523,49.6443
1524,9.42028
1525,45.334
1526,37.6676
1527,45.2149
1528,40.5307
1529,46.9779
1530,28.7789
1531,17.6733
1532,15.6156
1533,19.9885
1534,49.4952
1535,49.5673
1536,49.8102
1537,21.8153
1538,36.8492
1539,40.8029
1540,13.0675
1541,22.704
1542,34.1308
1543,28.2307
1544,26.7447
1545,28.8457
1546,42.2762
1547,37.4621
1548,18.0424
1549,6.51167
1550,18.6554
1551,60.1107
1552,49.5324
1553,37.9708
1554,8.6769
1555,50.5952
1556,36.2865
1557,19.8449
1558,42.8006
1559,44.4339
1560,38.9352
1561,43.0993
1562,29.3487
1563,39.6578
1564,32.5827
1565,11.6281
1566,25.9009
1567,37.1889
1568,38.3934
1569,49.8104
1570,57.2744
1571,26.3859
1572,35.3552
1573,32.6592
1574,31.7363
1575,46.9906
1576,55.8679
1577,45.0384
1578,26.4189
1579,51.8612
1580,30.4577
1581,36.9488
1582,34.9525
1583,27.5605
1584,49.6854
1585,31.1366
1586,51.4672
1587,38.4225
1588,35.6342
1589,42.0355
1590,35.0128
1591,41.1317
1592,47.4121
1593,24.8537
1594,38.7063
1595,35.4319
1596,49.9466
1597,45.6906
1598,50.967
1599,28.8533
1600,30.5002
1601,46.6616
1602,31.4735
1603,60.8311
1604,49.7499
1605,9.2442
1606,53.4874
1607,35.4907
1608,6.10448
1609,45.7813
1610,50.3598
1611,28.9812
1612,45.3968
1613,34.3304
1614,45.7399
1615,45.51
1616,54.2848
1617,32.3079
1618,26.1827
1619,17.8772
1620,41.387
1621,42.6265
1622,37.5943
1623,40.8134
1624,20.8378
1625,46.1569
1626,39.845
1627,52.9498
1628,61.766
1629,37.1833
1630,24.6521
1631,27.8801
1632,24.6888
1633,39.0382
1634,50.9642
1635,11.4595
1636,51.7443
1637,24.6098
1638,38.5859
1639,34.6863
1640,50.0154
1641,9.62708
1642,35.3002
1643,41.1051
1644,34.9592
1645,23.5415
1646,21.7831
1647,8.6702
1648,53.9993
1649,31.551
1650,55.1212
1651,26.0807
1652,23.7824
1653,60.174
1654,20.0684
1655,41.661
1656,40.6931
1657,36.2761
1658,23.5048
1659,36.632
1660,36.6258
1661,43.3067
1662,28.4667
1663,27.8858
1664,33.0721
1665,39.3359
1666,24.3023
1667,55.0985
1668,18.278
1669,6.48
1670,60.674
1671,24.1188
1672,42.9069
1673,40.2296
1674,44.6811
1675,45.664
1676,46.5685
1677,58.536
1678,31.2322
1679,17.5325
1680,10.7579
1681,38.3142
1682,36.4214
1683,30.5245
1684,34.3802
1685,12.3402
1686,37.9447
1687,47.3802
1688,35.8684
1689,49.5069
1690,20.2636
1691,10.3121
1692,23.0799
1693,52.2217
1694,41.0878
1695,18.8526
1696,43.8155
1697,43.6128
1698,23.7407
1699,38.4289
1700,55.701
1701,45.9483
1702,48.4593
1703,7.58931
1704,34.0826
1705,25.7
1706,45.0385
1707,58.7374
1708,54.8754
1709,15.5277
1710,39.4371
1711,18.6152
1712,32.1003
1713,20.46
1714,33.6774
1715,33.1108
1716,36.6645
1717,24.3403
1718,22.4962
1719,30.1976
1720,42.6341
1721,17.2994
1722,32.7239
1723,8.78331
1724,55.7573
1725,27.0009
1726,43.7908
1727,31.6687
1728,30.8818
1729,40.3208
1730,31.0462
1731,40.0548
1732,34.8448
1733,19.7425
1734,19.3244
1735,40.3645
1736,10.2656
1737,26.3993
1738,37.8862
1739,25.4315
1740,23.5773
1741,36.5216
1742,53.9131
1743,45.0924
1744,12.593
1745,9.52012
1746,17.1522
1747,24.182
1748,23.0127
1749,27.1358
1750,46.3611
1751,48.767
1752,21.5422
1753,5.976
1754,46.0438
1755,20.5601
1756,38.255
1757,25.9439
1758,35.6508
1759,18.103
1760,44.019
1761,50.4604
1762,51.6161
1763,38.0346
1764,28.6777
1765,20.4038
1766,33.8538
1767,36.0653
1768,24.6097
1769,43.7894
1770,45.3297
1771,37.7287
1772,49.4598
1773,36.2771
1774,12.6627
1775,48.4136
1776,49.956
1777,21.6142
1778,25.5613
1779,45.4306
1780,9.68996
1781,41.508
1782,34.6835
1783,48.7968
1784,24.2034
1785,47.2518
1786,43.6415
1787,10.0882
1788,25.4147
1789,27.9745
1790,36.7774
1791,36.4949
1792,34.0934
1793,9.02979
1794,36.8783
1795,18.7661
1796,50.7112
1797,48.2204
1798,58.127
1799,33.5318
1800,43.3556
1801,53.816
1802,36.4773
1803,15.8814
1804,21.6743
1805,37.1238
1806,39.7619
1807,24.4867
1808,35.107
1809,25.8947
1810,21.8451
1811,16.1169
1812,34.3689
1813,46.0253
1814,3.07848
1815,47.625
1816,60.0689
1817,49.6659
1818,37.0343
1819,37.9552
1820,29.5209
1821,21.1189
1822,50.9362
1823,47.0921
1824,43.0909
1825,54.1941
1826,17.7506
1827,45.5799
1828,29.7882
1829,10.1342
1830,42.8096
1831,40.5599
1832,47.9762
1833,9.3623
1834,18.157
1835,53.0036
1836,20.9273
1837,22.0624
1838,20.9802
1839,23.5061
1840,47.8234
1841,21.6145
1842,38.4343
1843,35.7062
1844,44.0819
1845,35.4443
1846,31.5129
1847,21.007
1848,20.6689
1849,55.6996
1850,42.1747
1851,48.8734
1852,50.4936
1853,27.0958
1854,37.102
1855,47.5258
1856,20.9045
1857,36.1273
1858,21.3946
1859,17.6005
1860,8.44137
1861,27.9662
1862,31.8431
1863,35.153
1864,40.3218
1865,43.6238
1866,36.2905
1867,51.7415
1868,42.7892
1869,33.65
1870,49.9649
1871,46.7625
1872,27.8949
1873,46.079
1874,25.617
1875,41.307
1876,24.9528
1877,47.1585
1878,9.09952
1879,47.9716
1880,43.8778
1881,30.9944
1882,28.9028
1883,45.8994
1884,10.325
1885,5.26207
1886,48.2359
1887,44.9438
1888,49.8012
1889,42.0211
1890,44.081
1891,50.9322
1892,34.5364
